run_accession	sample_accession	country	collection_date	instrument_model	library_strategy	read_count	fastq_ftp
SRR21472866	SAMN30525577	Pakistan	2018-07-18	NextSeq 500	WGS	1301407	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/066/SRR21472866/SRR21472866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/066/SRR21472866/SRR21472866_2.fastq.gz
SRR35795638	SAMN51434721	Pakistan	2022-12-31	Illumina NovaSeq X	WGS	3733495	ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/038/SRR35795638/SRR35795638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/038/SRR35795638/SRR35795638_2.fastq.gz
SRR28825839	SAMN35732536	Pakistan	2015/2017	MinION	WGS	64383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/039/SRR28825839/SRR28825839_1.fastq.gz
SRR28825844	SAMN35732540	Pakistan	2015/2017	MinION	WGS	26728	ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/044/SRR28825844/SRR28825844_1.fastq.gz
SRR28825853	SAMN35732548	Pakistan	2015/2017	MinION	WGS	59112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/053/SRR28825853/SRR28825853_1.fastq.gz
SRR28901309	SAMN35732538	Pakistan	2015/2017	Illumina MiSeq	WGS	572452	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/009/SRR28901309/SRR28901309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/009/SRR28901309/SRR28901309_2.fastq.gz
SRR28901311	SAMN35732552	Pakistan	2015/2017	Illumina MiSeq	WGS	467163	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/011/SRR28901311/SRR28901311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/011/SRR28901311/SRR28901311_2.fastq.gz
SRR28901315	SAMN35732536	Pakistan	2015/2017	Illumina MiSeq	WGS	665179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/015/SRR28901315/SRR28901315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/015/SRR28901315/SRR28901315_2.fastq.gz
SRR28986972	SAMN41037661	Pakistan	2024-02-12	BGISEQ-500	AMPLICON	4083325	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/072/SRR28986972/SRR28986972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/072/SRR28986972/SRR28986972_2.fastq.gz
SRR28986973	SAMN41037652	Pakistan	2024-02-03	BGISEQ-500	AMPLICON	4174495	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/073/SRR28986973/SRR28986973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/073/SRR28986973/SRR28986973_2.fastq.gz
SRR28986974	SAMN41037651	Pakistan	2024-02-02	BGISEQ-500	AMPLICON	4214771	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/074/SRR28986974/SRR28986974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/074/SRR28986974/SRR28986974_2.fastq.gz
SRR30252307	SAMN43092449	Pakistan	2022	Illumina MiSeq	WGS	1438742	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/007/SRR30252307/SRR30252307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/007/SRR30252307/SRR30252307_2.fastq.gz
SRR30252309	SAMN43092447	Pakistan	2024	Illumina MiSeq	WGS	1187856	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/009/SRR30252309/SRR30252309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/009/SRR30252309/SRR30252309_2.fastq.gz
SRR30252312	SAMN43092444	Pakistan	2022	Illumina MiSeq	WGS	1095480	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/012/SRR30252312/SRR30252312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/012/SRR30252312/SRR30252312_2.fastq.gz
SRR30252316	SAMN43092467	Pakistan	2024	Illumina MiSeq	WGS	1155081	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/016/SRR30252316/SRR30252316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/016/SRR30252316/SRR30252316_2.fastq.gz
SRR30252325	SAMN43092459	Pakistan	2023	Illumina MiSeq	WGS	1151358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/025/SRR30252325/SRR30252325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/025/SRR30252325/SRR30252325_2.fastq.gz
SRR30252326	SAMN43092458	Pakistan	2023	Illumina MiSeq	WGS	1111939	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/026/SRR30252326/SRR30252326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/026/SRR30252326/SRR30252326_2.fastq.gz
SRR30252330	SAMN43092454	Pakistan	2023	Illumina MiSeq	WGS	1140425	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/030/SRR30252330/SRR30252330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/030/SRR30252330/SRR30252330_2.fastq.gz
SRR30252331	SAMN43092453	Pakistan	2022	Illumina MiSeq	WGS	1156062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/031/SRR30252331/SRR30252331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/031/SRR30252331/SRR30252331_2.fastq.gz
SRR30252333	SAMN43092451	Pakistan	2022	Illumina MiSeq	WGS	1128109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/033/SRR30252333/SRR30252333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/033/SRR30252333/SRR30252333_2.fastq.gz
SRR15271129	SAMN10249009	Pakistan	2016-02	MinION	WGS	36575	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/029/SRR15271129/SRR15271129_1.fastq.gz
SRR5132379	SAMN05213496	Pakistan	2013	Illumina MiSeq	WGS	897306	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/009/SRR5132379/SRR5132379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/009/SRR5132379/SRR5132379_2.fastq.gz
SRR5132449	SAMN05213501	Pakistan	2013	Illumina MiSeq	WGS	804171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/009/SRR5132449/SRR5132449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/009/SRR5132449/SRR5132449_2.fastq.gz
SRR5132452	SAMN05213502	Pakistan	2013	Illumina MiSeq	WGS	834116	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/002/SRR5132452/SRR5132452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/002/SRR5132452/SRR5132452_2.fastq.gz
SRR1610078	SAMN03074800	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	4915478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/008/SRR1610078/SRR1610078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/008/SRR1610078/SRR1610078_2.fastq.gz
SRR1610079	SAMN03074801	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	2063592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/009/SRR1610079/SRR1610079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/009/SRR1610079/SRR1610079_2.fastq.gz
SRR1610082	SAMN03074804	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	5625750	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/002/SRR1610082/SRR1610082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/002/SRR1610082/SRR1610082_2.fastq.gz
SRR1610084	SAMN03074806	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	2361015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/004/SRR1610084/SRR1610084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/004/SRR1610084/SRR1610084_2.fastq.gz
SRR1610085	SAMN03074807	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	4490719	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/005/SRR1610085/SRR1610085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/005/SRR1610085/SRR1610085_2.fastq.gz
SRR1610087	SAMN03074809	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	2481184	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/007/SRR1610087/SRR1610087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/007/SRR1610087/SRR1610087_2.fastq.gz
SRR1610088	SAMN03074810	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	2345726	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/008/SRR1610088/SRR1610088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/008/SRR1610088/SRR1610088_2.fastq.gz
SRR1610091	SAMN03074813	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	5002699	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/001/SRR1610091/SRR1610091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/001/SRR1610091/SRR1610091_2.fastq.gz
SRR1610126	SAMN03074798	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	OTHER	359392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/006/SRR1610126/SRR1610126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/006/SRR1610126/SRR1610126_2.fastq.gz
SRR29468164	SAMN41915008	Pakistan: Punajb	2021	Illumina MiSeq	WGS	563494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/064/SRR29468164/SRR29468164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/064/SRR29468164/SRR29468164_2.fastq.gz
SRR33541244	SAMN48433938	Pakistan:Karachi	2023-09-12	NextSeq 2000	WGS	9676127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/044/SRR33541244/SRR33541244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/044/SRR33541244/SRR33541244_2.fastq.gz
SRR33541245	SAMN48433937	Pakistan:Karachi	2023-02-01	NextSeq 2000	WGS	7076378	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/045/SRR33541245/SRR33541245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/045/SRR33541245/SRR33541245_2.fastq.gz
SRR33541251	SAMN48433932	Pakistan:Hyderabaad	2023-09-02	NextSeq 2000	WGS	4735216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/051/SRR33541251/SRR33541251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/051/SRR33541251/SRR33541251_2.fastq.gz
SRR33541254	SAMN48433929	Pakistan:Karachi	2023-09-02	NextSeq 2000	WGS	8222172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/054/SRR33541254/SRR33541254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/054/SRR33541254/SRR33541254_2.fastq.gz
SRR33541258	SAMN48433925	Pakistan:Lahore	2023-08-31	NextSeq 2000	WGS	4886878	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/058/SRR33541258/SRR33541258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/058/SRR33541258/SRR33541258_2.fastq.gz
SRR33541260	SAMN48433894	Pakistan:Karachi	2023-05-29	NextSeq 2000	WGS	6807879	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/060/SRR33541260/SRR33541260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/060/SRR33541260/SRR33541260_2.fastq.gz
SRR33541262	SAMN48433893	Pakistan:Badin	2023-05-29	NextSeq 2000	WGS	8664831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/062/SRR33541262/SRR33541262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/062/SRR33541262/SRR33541262_2.fastq.gz
SRR33541270	SAMN48433885	Pakistan:Karachi	2023-05-15	NextSeq 2000	WGS	7582897	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/070/SRR33541270/SRR33541270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/070/SRR33541270/SRR33541270_2.fastq.gz
SRR33541277	SAMN48433923	Pakistan:Karachi	2023-08-26	NextSeq 2000	WGS	9102146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/077/SRR33541277/SRR33541277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/077/SRR33541277/SRR33541277_2.fastq.gz
SRR33541278	SAMN48433922	Pakistan:Hyderabaad	2023-08-25	NextSeq 2000	WGS	6524731	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/078/SRR33541278/SRR33541278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/078/SRR33541278/SRR33541278_2.fastq.gz
SRR33541281	SAMN48433919	Pakistan:Quetta	2023-08-17	NextSeq 2000	WGS	7238261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/081/SRR33541281/SRR33541281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/081/SRR33541281/SRR33541281_2.fastq.gz
SRR33541286	SAMN48433914	Pakistan:Bhawalpur	2023-07-15	NextSeq 2000	WGS	5938125	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/086/SRR33541286/SRR33541286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/086/SRR33541286/SRR33541286_2.fastq.gz
SRR33541288	SAMN48433913	Pakistan:Karachi	2023-07-14	NextSeq 2000	WGS	6308701	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/088/SRR33541288/SRR33541288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/088/SRR33541288/SRR33541288_2.fastq.gz
SRR33541290	SAMN48433911	Pakistan:Hyderabaad	2023-07-10	NextSeq 2000	WGS	7191582	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/090/SRR33541290/SRR33541290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/090/SRR33541290/SRR33541290_2.fastq.gz
SRR33541291	SAMN48433910	Pakistan:Bhawalpur	2023-07-09	NextSeq 2000	WGS	13701813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/091/SRR33541291/SRR33541291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/091/SRR33541291/SRR33541291_2.fastq.gz
SRR33541292	SAMN48433880	Pakistan:Karachi	2023-04-12	NextSeq 2000	WGS	9797022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/092/SRR33541292/SRR33541292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/092/SRR33541292/SRR33541292_2.fastq.gz
SRR33541297	SAMN48433875	Pakistan:Karachi	2023-03-19	NextSeq 2000	WGS	5076554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/097/SRR33541297/SRR33541297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/097/SRR33541297/SRR33541297_2.fastq.gz
SRR33541304	SAMN48433869	Pakistan:Karachi	2023-03-12	NextSeq 2000	WGS	8761507	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/004/SRR33541304/SRR33541304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/004/SRR33541304/SRR33541304_2.fastq.gz
SRR33541305	SAMN48433868	Pakistan:Badin	2023-03-12	NextSeq 2000	WGS	6913577	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/005/SRR33541305/SRR33541305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/005/SRR33541305/SRR33541305_2.fastq.gz
SRR33541309	SAMN48433908	Pakistan:Karachi	2023-07-05	NextSeq 2000	WGS	9119172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/009/SRR33541309/SRR33541309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/009/SRR33541309/SRR33541309_2.fastq.gz
SRR33541316	SAMN48433902	Pakistan:Karachi	2023-06-10	NextSeq 2000	WGS	7691583	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/016/SRR33541316/SRR33541316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/016/SRR33541316/SRR33541316_2.fastq.gz
SRR33541317	SAMN48433901	Pakistan:Hyderabaad	2023-06-08	NextSeq 2000	WGS	7749687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/017/SRR33541317/SRR33541317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/017/SRR33541317/SRR33541317_2.fastq.gz
SRR33541322	SAMN48433896	Pakistan:Malir	2023-05-29	NextSeq 2000	WGS	8670165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/022/SRR33541322/SRR33541322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/022/SRR33541322/SRR33541322_2.fastq.gz
SRR33541324	SAMN48433865	Pakistan:Hyderabaad	2023-03-08	NextSeq 2000	WGS	6619344	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/024/SRR33541324/SRR33541324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/024/SRR33541324/SRR33541324_2.fastq.gz
SRR33541330	SAMN48433860	Pakistan:Hyderabaad	2023-03-03	NextSeq 2000	WGS	6624813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/030/SRR33541330/SRR33541330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/030/SRR33541330/SRR33541330_2.fastq.gz
SRR33541331	SAMN48433859	Pakistan:Karachi	2023-02-27	NextSeq 2000	WGS	7154493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/031/SRR33541331/SRR33541331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/031/SRR33541331/SRR33541331_2.fastq.gz
SRR33541332	SAMN48433858	Pakistan:Karachi	2023-02-26	NextSeq 2000	WGS	7259921	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/032/SRR33541332/SRR33541332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/032/SRR33541332/SRR33541332_2.fastq.gz
SRR33541335	SAMN48433960	Pakistan:Karachi	2023-10-30	NextSeq 2000	WGS	11382018	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/035/SRR33541335/SRR33541335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/035/SRR33541335/SRR33541335_2.fastq.gz
SRR33541338	SAMN48433957	Pakistan:Karachi	2023-10-28	NextSeq 2000	WGS	12253386	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/038/SRR33541338/SRR33541338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/038/SRR33541338/SRR33541338_2.fastq.gz
SRR33541339	SAMN48433956	Pakistan:Malir	2023-10-27	NextSeq 2000	WGS	11012341	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/039/SRR33541339/SRR33541339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/039/SRR33541339/SRR33541339_2.fastq.gz
SRR33541340	SAMN48433943	Pakistan:Karachi	2023-09-17	NextSeq 2000	WGS	9085671	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/040/SRR33541340/SRR33541340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/040/SRR33541340/SRR33541340_2.fastq.gz
SRR33541345	SAMN48433955	Pakistan:Quetta	2023-11-03	NextSeq 2000	WGS	525043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/045/SRR33541345/SRR33541345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/045/SRR33541345/SRR33541345_2.fastq.gz
SRR33541347	SAMN48433855	Pakistan:Karachi	2023-02-24	NextSeq 2000	WGS	6368989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/047/SRR33541347/SRR33541347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/047/SRR33541347/SRR33541347_2.fastq.gz
SRR33541350	SAMN48433951	Pakistan:Karachi	2023-10-08	NextSeq 2000	WGS	12192132	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/050/SRR33541350/SRR33541350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/050/SRR33541350/SRR33541350_2.fastq.gz
SRR33541351	SAMN48433950	Pakistan:Sargodha	2023-10-05	NextSeq 2000	WGS	15433285	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/051/SRR33541351/SRR33541351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/051/SRR33541351/SRR33541351_2.fastq.gz
SRR33541353	SAMN48433948	Pakistan:Malir	2023-09-29	NextSeq 2000	WGS	8695383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/053/SRR33541353/SRR33541353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/053/SRR33541353/SRR33541353_2.fastq.gz
SRR33541355	SAMN48433946	Pakistan:Sargodha	2023-09-27	NextSeq 2000	WGS	9494170	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/055/SRR33541355/SRR33541355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/055/SRR33541355/SRR33541355_2.fastq.gz
SRR33541356	SAMN48433945	Pakistan:Badin	2023-09-25	NextSeq 2000	WGS	6657320	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/056/SRR33541356/SRR33541356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/056/SRR33541356/SRR33541356_2.fastq.gz
SRR33541359	SAMN48433845	Pakistan:Peshawar	2023-02-09	NextSeq 2000	WGS	7588494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/059/SRR33541359/SRR33541359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/059/SRR33541359/SRR33541359_2.fastq.gz
ERR10431533	SAMEA111505366	Pakistan	2020-08-15	NextSeq 500	WGS	5336454	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/033/ERR10431533/ERR10431533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/033/ERR10431533/ERR10431533_2.fastq.gz
ERR10431536	SAMEA111505374	Pakistan	2020-09-10	NextSeq 500	WGS	2326250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/036/ERR10431536/ERR10431536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/036/ERR10431536/ERR10431536_2.fastq.gz
ERR14800260	SAMEA117969187	Pakistan	not collected	NextSeq 500	WGS	4492500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/060/ERR14800260/ERR14800260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/060/ERR14800260/ERR14800260_2.fastq.gz
ERR14800267	SAMEA117969194	Pakistan	not collected	NextSeq 500	WGS	2702792	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/067/ERR14800267/ERR14800267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/067/ERR14800267/ERR14800267_2.fastq.gz
ERR14800278	SAMEA117969205	Pakistan	not collected	NextSeq 500	WGS	2003784	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/078/ERR14800278/ERR14800278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/078/ERR14800278/ERR14800278_2.fastq.gz
ERR14800284	SAMEA117969211	Pakistan	not collected	NextSeq 500	WGS	6120492	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/084/ERR14800284/ERR14800284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/084/ERR14800284/ERR14800284_2.fastq.gz
ERR14800286	SAMEA117969213	Pakistan	not collected	NextSeq 500	WGS	3681594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/086/ERR14800286/ERR14800286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/086/ERR14800286/ERR14800286_2.fastq.gz
ERR14800288	SAMEA117969215	Pakistan	not collected	NextSeq 500	WGS	5234882	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/088/ERR14800288/ERR14800288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/088/ERR14800288/ERR14800288_2.fastq.gz
ERR14800290	SAMEA117969217	Pakistan	not collected	NextSeq 500	WGS	2745588	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/090/ERR14800290/ERR14800290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/090/ERR14800290/ERR14800290_2.fastq.gz
ERR14800301	SAMEA117969228	Pakistan	not collected	NextSeq 500	WGS	1174264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/001/ERR14800301/ERR14800301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/001/ERR14800301/ERR14800301_2.fastq.gz
ERR14800302	SAMEA117969229	Pakistan	not collected	NextSeq 500	WGS	3818708	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/002/ERR14800302/ERR14800302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/002/ERR14800302/ERR14800302_2.fastq.gz
ERR14800304	SAMEA117969231	Pakistan	not collected	NextSeq 500	WGS	1914794	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/004/ERR14800304/ERR14800304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/004/ERR14800304/ERR14800304_2.fastq.gz
ERR14800312	SAMEA117969239	Pakistan	not collected	NextSeq 500	WGS	2535426	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/012/ERR14800312/ERR14800312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/012/ERR14800312/ERR14800312_2.fastq.gz
ERR14800314	SAMEA117969241	Pakistan	not collected	NextSeq 500	WGS	3907322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/014/ERR14800314/ERR14800314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/014/ERR14800314/ERR14800314_2.fastq.gz
ERR14800327	SAMEA117969254	Pakistan	not collected	NextSeq 500	WGS	4468016	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/027/ERR14800327/ERR14800327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/027/ERR14800327/ERR14800327_2.fastq.gz
ERR14800328	SAMEA117969255	Pakistan	not collected	NextSeq 500	WGS	3024096	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/028/ERR14800328/ERR14800328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/028/ERR14800328/ERR14800328_2.fastq.gz
ERR14800329	SAMEA117969256	Pakistan	not collected	NextSeq 500	WGS	2521696	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/029/ERR14800329/ERR14800329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/029/ERR14800329/ERR14800329_2.fastq.gz
