run_accession	sample_accession	country	collection_date	instrument_model	library_strategy	read_count	fastq_ftp
SRR33541300	SAMN48433873	Pakistan:Hyderabaad	2023-03-18	NextSeq 2000	WGS	5883357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/000/SRR33541300/SRR33541300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/000/SRR33541300/SRR33541300_2.fastq.gz
SRR33541301	SAMN48433872	Pakistan:Hyderabaad	2023-03-15	NextSeq 2000	WGS	6332810	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/001/SRR33541301/SRR33541301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/001/SRR33541301/SRR33541301_2.fastq.gz
SRR33541302	SAMN48433871	Pakistan:Karachi	2023-01-10	NextSeq 2000	WGS	6817669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/002/SRR33541302/SRR33541302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/002/SRR33541302/SRR33541302_2.fastq.gz
SRR33541306	SAMN48433867	Pakistan:Hyderabaad	2023-03-12	NextSeq 2000	WGS	3092067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/006/SRR33541306/SRR33541306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/006/SRR33541306/SRR33541306_2.fastq.gz
SRR33541310	SAMN48433907	Pakistan:Quetta	2023-07-05	NextSeq 2000	WGS	7079926	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/010/SRR33541310/SRR33541310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/010/SRR33541310/SRR33541310_2.fastq.gz
SRR33541315	SAMN48433903	Pakistan:Hyderabaad	2023-06-22	NextSeq 2000	WGS	6303504	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/015/SRR33541315/SRR33541315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/015/SRR33541315/SRR33541315_2.fastq.gz
SRR33541320	SAMN48433898	Pakistan:Karachi	2023-05-30	NextSeq 2000	WGS	9576547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/020/SRR33541320/SRR33541320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/020/SRR33541320/SRR33541320_2.fastq.gz
SRR33541321	SAMN48433897	Pakistan:Karachi	2023-05-29	NextSeq 2000	WGS	14770610	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/021/SRR33541321/SRR33541321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/021/SRR33541321/SRR33541321_2.fastq.gz
SRR33541325	SAMN48433864	Pakistan:Hyderabaad	2023-03-06	NextSeq 2000	WGS	8022801	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/025/SRR33541325/SRR33541325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/025/SRR33541325/SRR33541325_2.fastq.gz
SRR33541333	SAMN48433857	Pakistan:Karachi	2023-02-26	NextSeq 2000	WGS	6263344	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/033/SRR33541333/SRR33541333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/033/SRR33541333/SRR33541333_2.fastq.gz
SRR33541341	SAMN48433942	Pakistan:Bhawalpur	2023-09-17	NextSeq 2000	WGS	308466	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/041/SRR33541341/SRR33541341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/041/SRR33541341/SRR33541341_2.fastq.gz
SRR33541344	SAMN48433939	Pakistan:Karachi	2023-09-13	NextSeq 2000	WGS	9736286	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/044/SRR33541344/SRR33541344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/044/SRR33541344/SRR33541344_2.fastq.gz
SRR33541346	SAMN48433954	Pakistan:Karachi	2023-10-12	NextSeq 2000	WGS	9304818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/046/SRR33541346/SRR33541346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/046/SRR33541346/SRR33541346_2.fastq.gz
SRR33541348	SAMN48433953	Pakistan:Quetta	2023-02-04	NextSeq 2000	WGS	6472030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/048/SRR33541348/SRR33541348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/048/SRR33541348/SRR33541348_2.fastq.gz
SRR33541349	SAMN48433952	Pakistan:Karachi	2023-10-09	NextSeq 2000	WGS	255584	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/049/SRR33541349/SRR33541349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/049/SRR33541349/SRR33541349_2.fastq.gz
SRR33541358	SAMN48433854	Pakistan:Hyderabaad	2023-02-23	NextSeq 2000	WGS	7561817	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/058/SRR33541358/SRR33541358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/058/SRR33541358/SRR33541358_2.fastq.gz
SRR29468189	SAMN41915015	Pakistan: Punjab	2021	Illumina MiSeq	WGS	645287	ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/089/SRR29468189/SRR29468189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/089/SRR29468189/SRR29468189_2.fastq.gz
SRR31929728	SAMN46120402	Pakistan: Karachi	2024-08-30	BGISEQ-500	AMPLICON	4003059	ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/028/SRR31929728/SRR31929728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/028/SRR31929728/SRR31929728_2.fastq.gz
